1,1,71.41
3,1,94.73
6,1,79.27
8,1,61.54
9,1,91.57
10,1,85.99
13,1,79.62
16,1,78.83
18,1,79.73
20,1,61.23
21,1,89.19
24,1,88.33
26,1,67.28
30,1,91.64
38,1,92.27
39,1,66.93
41,1,80.97
42,1,67.43
44,1,90.26
46,1,96.99
51,1,88.33
55,1,63.09
56,1,86.35
57,1,72.76
65,1,70.67
68,1,79.03
69,1,88.72
70,1,74.4
74,1,87.7
79,1,65.28
80,1,62.17
81,1,93.77
83,1,75.86
86,1,91.84
89,1,83.92
90,1,89.97
93,1,89.97
95,1,69.03
97,1,91.14
98,1,94.23
99,1,70.13
100,1,84.39
101,1,72.23
103,1,93.13
105,1,92.65
106,1,72.05
113,1,68.8
118,1,68.73
119,1,73.51
120,1,78.12
128,1,63.17
130,1,71.34
131,1,99.72
134,1,87.22
137,1,87.34
139,1,79.58
140,1,86.22
144,1,62.81
145,1,73.51
154,1,95.75
155,1,83.1
157,1,78.63
160,1,70.91
163,1,66.43
164,1,81.04
166,1,65.25
167,1,63.34
170,1,82.58
173,1,89.91
177,1,65.95
180,1,86.59
181,1,66.58
182,1,85.69
184,1,78.5
186,1,84.18
190,1,72.1
193,1,68.46
195,1,69.78
197,1,91.12
209,1,91.85
210,1,91.14
212,1,75.08
213,1,81.43
214,1,71.45
217,1,84.94
218,1,73.47
223,1,87.73
224,1,78.3
225,1,98.21
226,1,61.27
227,1,80.26
228,1,73.43
229,1,72.8
231,1,68.02
232,1,91.89
235,1,83.76
237,1,90.54
239,1,70.16
243,1,96.78
244,1,78.5
246,1,81.82
247,1,70.67
249,1,83.58
252,1,71.76
254,1,66.07
258,1,93.99
259,1,65.26
260,1,94.04
261,1,99.49
265,1,68.92
267,1,85.88
268,1,86.72
269,1,74.75
271,1,81.28
272,1,87.21
274,1,99.82
275,1,67.01
276,1,74.75
280,1,62.24
282,1,69.27
283,1,70.63
287,1,89.63
289,1,66.16
294,1,76.72
296,1,90.36
297,1,78.47
298,1,77.8
299,1,71.93
300,1,66.43
302,1,82.8
309,1,84.84
314,1,98.58
315,1,79.1
317,1,83.98
319,1,99.85
320,1,97.02
322,1,77.01
323,1,60.51
329,1,86.26
331,1,61.88
332,1,83.99
334,1,83.39
336,1,99.99
337,1,91.63
340,1,83.75
341,1,92.35
343,1,85.77
347,1,76.87
348,1,63.52
353,1,62.71
354,1,66.66
358,1,65.79
363,1,98.5
366,1,92.05
370,1,85.04
373,1,63.1
375,1,96.3
380,1,66.67
385,1,95.23
386,1,70.64
387,1,85.15
388,1,81.98
389,1,91.35
390,1,97.8
401,1,63.34
402,1,90.17
405,1,76.35
406,1,72.51
407,1,90.64
408,1,69.47
411,1,76.01
412,1,64.33
415,1,99.94
416,1,99.82
417,1,97.03
419,1,86.8
422,1,74.69
427,1,75.54
428,1,64.56
432,1,88.4
434,1,74.74
436,1,76.1
437,1,91.28
449,1,88.26
452,1,65.14
454,1,70.25
458,1,62.79
459,1,80.83
460,1,70.66
464,1,73.83
466,1,96.72
467,1,61.27
468,1,93.63
470,1,80.43
471,1,80.43
474,1,66.01
476,1,91.23
483,1,87.27
486,1,88.81
488,1,79.68
489,1,81.68
492,1,67.1
494,1,99.99
495,1,71.65
496,1,61.53
499,1,89.98
502,1,87.69
510,1,68.21
511,1,73.78
512,1,87.83
515,1,82.92
516,1,62.92
518,1,67.47
522,1,87
526,1,73.51
527,1,72.46
532,1,74.09
533,1,60.29
534,1,78.64
536,1,73.09
539,1,88.81
540,1,84.59
542,1,90.87
546,1,89.14
547,1,80.96
553,1,66.28
557,1,81.3
560,1,70.91
562,1,66.73
569,1,60.59
573,1,67.82
586,1,99.67
588,1,74.08
591,1,92.01
594,1,90.05
596,1,64.26
599,1,89.25
602,1,60.78
603,1,65.78
605,1,61.98
608,1,83.85
612,1,93.57
619,1,94.03
620,1,90.86
621,1,80.1
627,1,86.91
630,1,96.68
631,1,79.31
633,1,84.28
634,1,70.62
635,1,83.33
643,1,63.44
646,1,64.85
647,1,91.92
648,1,62.93
649,1,68.29
651,1,76.52
652,1,73.85
655,1,70.81
658,1,94.77
659,1,84.64
661,1,87.11
665,1,91.78
667,1,78.34
670,1,91.19
671,1,98.13
674,1,65.22
675,1,84.39
678,1,73.49
680,1,72.79
681,1,72
683,1,98.58
685,1,81.57
687,1,93.6
688,1,86.26
689,1,96.61
695,1,76.54
696,1,96.22
698,1,80.29
699,1,72
702,1,74.26
703,1,76.88
704,1,92.36
705,1,62.99
706,1,65.55
707,1,78.54
712,1,61.47
715,1,64.27
718,1,65.54
726,1,80.88
729,1,92.97
730,1,74.8
731,1,84.42
734,1,98.24
738,1,62.83
740,1,68.39
742,1,68.92
743,1,95.78
744,1,99.49
747,1,64.75
750,1,78.03
751,1,61.67
752,1,69.42
753,1,63.95
754,1,90.31
760,1,68.88
763,1,90.34
766,1,91.2
767,1,61.02
769,1,83.95
772,1,74.86
775,1,90.59
776,1,70.47
780,1,79
781,1,71.05
783,1,98.66
785,1,85.38
786,1,97.99
787,1,93.41
788,1,92.95
796,1,99.52
798,1,85.48
802,1,86.88
804,1,97.79
807,1,98.88
809,1,77.28
811,1,98.15
815,1,75.04
817,1,88.57
820,1,72.17
821,1,64.9
822,1,83.52
825,1,83.04
826,1,74.09
827,1,60.32
828,1,79.32
829,1,64.11
833,1,61.44
834,1,80.25
835,1,71.72
838,1,66.63
839,1,62.09
840,1,79.99
841,1,61.07
849,1,69.63
851,1,66.61
852,1,74.03
854,1,67.9
856,1,91.97
859,1,63.82
863,1,82.13
864,1,88.56
870,1,92.96
872,1,88.98
874,1,90.33
876,1,75.88
877,1,67.96
881,1,77.73
882,1,91.93
884,1,66.46
888,1,67.61
902,1,74.48
903,1,73.88
905,1,71.39
909,1,88.54
912,1,98.66
913,1,78.69
916,1,73.26
920,1,85.72
922,1,62.13
923,1,85.66
924,1,68.4
927,1,62.09
929,1,81.18
935,1,97.1
939,1,85.99
942,1,79.93
944,1,61.13
946,1,93.39
948,1,80.3
950,1,76.86
955,1,83.52
956,1,95.32
958,1,70.28
960,1,85.53
963,1,93.76
964,1,82.36
967,1,88.22
968,1,66.23
969,1,64.4
973,1,80.85
974,1,81.99
977,1,91.93
979,1,90.28
983,1,62.84
988,1,67.51
989,1,63.84
992,1,90.77
993,1,69.09
994,1,95.81
995,1,98.59
998,1,66.39
999,1,88.81
1000,1,90
1002,1,93.85
1003,1,86.61
1008,1,90
1013,1,79.88
1014,1,97.96
1020,1,64.62
1022,1,66.98
1026,1,83.56
1027,1,87.02
1030,1,88.23
1031,1,97.32
1033,1,69.27
1035,1,76.29
1036,1,60.16
1041,1,74.02
1042,1,76.04
1043,1,78.61
1045,1,66.72
1046,1,85.11
1049,1,96.06
1050,1,77.22
1054,1,69.77
1056,1,60.85
1062,1,91.67
1064,1,88.74
1067,1,70.31
1070,1,78.14
1072,1,89.76
1078,1,97.23
1080,1,84.39
1081,1,80.58
1082,1,71.45
1084,1,70.51
1086,1,96.12
1087,1,85.35
1092,1,81.85
1102,1,69.55
1105,1,92.01
1106,1,84.77
1107,1,82.48
1110,1,87.72
1113,1,66.92
1115,1,95.5
1116,1,94.53
1122,1,73.22
1123,1,66.75
1125,1,75.82
1127,1,98.72
1128,1,63.51
1130,1,74.52
1135,1,67.31
1136,1,99.62
1137,1,86.88
1140,1,87.95
1142,1,84.38
1143,1,93.6
1146,1,67.89
1150,1,89.88
1151,1,90.25
1153,1,98.81
1155,1,80.85
1159,1,92.51
1160,1,98.43
1163,1,88.13
1165,1,85.39
1166,1,95.67
1168,1,74.36
1169,1,69.72
1173,1,63.09
1175,1,94.9
1176,1,99.67
1183,1,93.51
1185,1,70.58
1186,1,93.06
1188,1,88.33
1189,1,81.81
1191,1,92.22
1202,1,90.45
1207,1,93.52
1208,1,88.66
1216,1,85.74
1218,1,91.26
1223,1,72.04
1224,1,61.52
1229,1,88.16
1230,1,86.2
1232,1,67.82
1233,1,88.88
1234,1,78.43
1235,1,90.23
1240,1,89.58
1242,1,72.19
1245,1,62.7
1247,1,74.38
1248,1,68.59
1251,1,70.22
1254,1,97.33
1258,1,95.79
1259,1,93.82
1263,1,65.47
1265,1,71.11
1267,1,86.96
1269,1,65.94
1270,1,82.46
1271,1,73.33
1274,1,80.11
1283,1,80.73
1286,1,86.5
1288,1,80.51
1291,1,66.53
1292,1,77.49
1293,1,73.52
1294,1,99.39
1302,1,62.14
1307,1,80.13
1309,1,81.8
1311,1,67.37
1313,1,82.23
1316,1,86.19
1320,1,66.51
1321,1,61.71
1322,1,73.84
1328,1,73.73
1332,1,89.28
1334,1,85.82
1340,1,79.05
1342,1,73.68
1344,1,70.62
1351,1,71.61
1354,1,66.09
1358,1,60.87
1359,1,63.14
1363,1,77.55
1366,1,99.07
1369,1,63.83
1372,1,65.49
1374,1,73.55
1375,1,67.69
1379,1,72.36
1381,1,98.62
1382,1,65.88
1383,1,64.12
1386,1,80.39
1387,1,75.75
1390,1,99.72
1395,1,65.75
1398,1,67.3
1402,1,96.13
1404,1,62.79
1407,1,77.15
1412,1,75.88
1419,1,73.78
1420,1,90.77
1421,1,60.5
1423,1,74.83
1425,1,67.53
1428,1,91.35
1430,1,60.04
1432,1,94.7
1433,1,61.6
1435,1,91.33
1436,1,71.53
1438,1,61.23
1442,1,89.56
1446,1,95.35
1448,1,67.16
1453,1,68.36
1454,1,70.6
1456,1,62.88
1459,1,91.81
1462,1,71.44
1464,1,96.12
1466,1,83.2
1469,1,63.53
1475,1,87.43
1476,1,92.61
1477,1,72.75
1479,1,71.06
1481,1,79.99
1483,1,82.57
1489,1,93.04
1493,1,76.48
1495,1,90.61
1497,1,85.19
1498,1,70.86
1499,1,79.67
1500,1,76.03
1503,1,62.74
1505,1,97.29
1507,1,88.68
1508,1,75.44
1510,1,91.36
1516,1,66.17
1517,1,81.6
1521,1,97.62
1523,1,92.81
1528,1,73.4
1530,1,69.06
1538,1,75.39
1542,1,83.21
1545,1,83.86
1547,1,71.64
1549,1,79.46
1550,1,98.27
1554,1,86.08
1555,1,83.62
1559,1,64.37
1560,1,96.8
1562,1,64.89
1563,1,94.79
1565,1,70.05
1566,1,77.95
1569,1,70.03
1570,1,97.53
1577,1,80.1
1578,1,67.87
1579,1,68.69
1580,1,94.2
1581,1,71.66
1585,1,63.34
1586,1,81.47
1587,1,77.87
1589,1,79.76
1590,1,98.37
1592,1,86.64
1593,1,85.77
1595,1,75.65
1596,1,88.44
1597,1,99.55
1598,1,95.45
1600,1,76.47
1601,1,94.08
1602,1,99.21
1610,1,63.79
1613,1,85.62
1615,1,98.48
1618,1,69.79
1620,1,76.98
1621,1,81.29
1629,1,72.28
1632,1,65.96
1637,1,69.02
1641,1,86.88
1644,1,74.2
1651,1,61.6
1652,1,72.5
1654,1,87.51
1658,1,99.8
1660,1,92.63
1661,1,74.9
1662,1,89.43
1664,1,70.25
1670,1,83.12
1673,1,73.9
1674,1,75.9
1675,1,77.08
1676,1,81.33
1684,1,79.16
1686,1,85.27
1691,1,69.55
1694,1,81
1695,1,82.1
1698,1,97.86
1700,1,73.28
1701,1,87.76
1703,1,60.6
1704,1,80.17
1705,1,77.82
1707,1,83.13
1708,1,66.15
1710,1,70.93
1711,1,68.82
1712,1,69.17
1713,1,94.86
1714,1,79.84
1715,1,63.3
1716,1,84.07
1718,1,67.61
1720,1,79.51
1721,1,84.78
1722,1,95.28
